model,task,subset,n,accuracy,macro_f1
CLIP_ENSEMBLE,pattern,overall,17577,0.7203163224668601,0.6613170681945206
CLIP_ENSEMBLE,pattern,catalog_like,6920,0.7338150289017341,0.6703188197411235
CLIP_ENSEMBLE,pattern,less_curated,10657,0.7115510931781928,0.6542580528514506
