task,model,preprocess_mode,subset,n,accuracy,macro_f1
material,CLIP_IMPROVED_CALIBRATED,original,overall,19811,0.6866892130634495,0.16284901990124195
material,CLIP_IMPROVED_CALIBRATED,original,catalog_like,7847,0.6923665094940742,0.16364457831325302
material,CLIP_IMPROVED_CALIBRATED,original,less_curated,11964,0.6829655633567369,0.16232431090141544
